post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_global_unique_id,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,"attribute:30 ML","attribute_data:30 ML",attribute:BOLSA,attribute_data:BOLSA,attribute:BOLSAS,attribute_data:BOLSAS,attribute:CAJA,attribute_data:CAJA,attribute:MEDIDAS,attribute_data:MEDIDAS,"attribute:MEDIDAS 30 ML","attribute_data:MEDIDAS 30 ML",attribute:PAQUETES,attribute_data:PAQUETES,attribute:medidas,attribute_data:medidas,attribute:pa_esencias,attribute_data:pa_esencias,attribute:pa_fragancias,attribute_data:pa_fragancias,attribute:pa_gramaje,attribute_data:pa_gramaje,attribute:pa_medidas,attribute_data:pa_medidas,attribute:pa_paquetes,attribute_data:pa_paquetes
"CUBETA MAX LA REYNERA",cubeta-max-la-reynera,,545,"Cubeta de 7.5 litros de capacidad ideal para diversas tareas, fabricada en plástico resistente para uso frecuente. Diseño ergonómico que facilita el vertido y mezcla de productos.",,Publicada,,0,"2026-01-23 23:07:48",3,open,,,,no,no,,49,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/cubeta-max-reynera.png ! alt :  ! title : cubeta max reynera ! desc :  ! caption : ",,http://localhost/karmax/product/cubeta-max-la-reynera/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza|Automotriz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CUBETA 19 LTS",cubeta-19-lts,,546,"<strong>• USADA, POR PAQUETE DE 5 PZAS </strong>",,Publicada,,0,"2026-01-23 23:08:49",3,open,,,,no,no,,345,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/cubeta-19-lts.png ! alt :  ! title : cubeta 19 lts ! desc :  ! caption : ",,http://localhost/karmax/product/cubeta-19-lts/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Restaurantes & Cocinas|Utensilios de Limpieza|Automotriz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CUBETA CON EXPRIMIDOR INDUSTRIAL",cubeta-con-exprimidor-industrial,,547,"Cubeta de plástico amarilla de 20 litros de capacidad con exprimidor para trapeador, panel para separar agua sucia de agua limpia y llantas giratorias de hule gris que no dejan tallones en el piso.  La cubeta presenta señalamientos de precaución.

Esta cubeta está diseñada para facilitar el trapeado de restaurantes, hoteles, oficinas, locales comerciales, casas habitación, etc.",,Publicada,,0,"2026-01-23 23:09:21",3,open,,,,no,no,,989,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/cubeta-con-exprimidor-industrial.png ! alt :  ! title : cubeta con exprimidor industrial ! desc :  ! caption : ",,http://localhost/karmax/product/cubeta-con-exprimidor-industrial/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEÑALAMIENTOS,senalamientos,,551,"<p data-start=""117"" data-end=""308"">Señal de advertencia fabricada en plástico resistente y de alta visibilidad, ideal para prevenir accidentes y controlar áreas restringidas. Diseño plegable, ligera y fácil de transportar.</p>
<p data-start=""362"" data-end=""379"">Características:</p>

<ul data-start=""402"" data-end=""535"">
 	<li data-start=""402"" data-end=""440"">
<p data-start=""404"" data-end=""440"">Color amarillo de alta visibilidad</p>
</li>
 	<li data-start=""441"" data-end=""473"">
<p data-start=""443"" data-end=""473"">Mensajes en español e inglés</p>
</li>
 	<li data-start=""474"" data-end=""501"">
<p data-start=""476"" data-end=""501"">Uso interior y exterior</p>
</li>
 	<li data-start=""502"" data-end=""535"">
<p data-start=""504"" data-end=""535"">Base estable y antiderrapante</p>
</li>
</ul>
<p data-start=""537"" data-end=""622"">Ideal para oficinas, comercios, hospitales, escuelas, hoteles y estacionamientos.</p>",,Publicada,,0,"2026-01-23 23:18:26",3,open,,,,no,no,,279,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/senalamientos.png ! alt :  ! title : señalamientos ! desc :  ! caption : ",,http://localhost/karmax/product/senalamientos/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VENENO PARA RATONES",veneno-para-ratones,,568,"Rodenticida / Cebo Envenenado Ratidel-B en presentación de 250 gramos, combate la aparición de roedores gracias a sus ingredientes de primera calidad.",,Publicada,,0,"2026-01-25 06:27:50",2,open,,,,no,no,,189,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/veneno-para-ratones.png ! alt :  ! title : veneno para ratones ! desc :  ! caption : ",,http://localhost/karmax/product/veneno-para-ratones/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Control de plagas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RODILLO QUITA PELUSA LA REYNERA",rodillo-quita-pelusa-la-reynerarr,,571,"Rodillo quita pelusa la Reynera con 80 hojas de 20.7 x 14.9 cm",,Publicada,,0,"2026-01-25 06:35:17",2,open,,,,no,no,,74,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/RODILLO-QUITA-PELUSA-1.png ! alt :  ! title : RODILLO QUITA PELUSA ! desc :  ! caption : ",,http://localhost/karmax/product/rodillo-quita-pelusa-la-reynerarr/,0,,,simple,,"Hoteles & Hospitalidad|Utensilios de Limpieza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COLGADOR ORGANIZADOR LA REYNERA",colgador-organizador-la-reynera,,574,"Organizador para escobas y trapeadores con 5 espacios y 4 ganchos, ideal para mantener tu espacio ordenado y limpio.
<h1 id=""title"" class=""a-size-large a-spacing-none""></h1>",,Publicada,,0,"2026-01-25 06:40:26",2,open,,,,no,no,,199,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/organizador-reynera.png ! alt :  ! title : organizador reynera ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/organizador-la-reynera.png ! alt :  ! title : organizador la reynera ! desc :  ! caption : ",,http://localhost/karmax/product/colgador-organizador-la-reynera/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ORGANIZADOR LA REYNERA",organizador-la-reynera,,578,"Organizador de soluciones de limpieza la Reynera tipo canasta, es practico y ligero, útil para organizar y transportar cualquier articulo de limpieza, cuenta con 5 compartimentos y asa con agarre ergonómico para su fácil manejo.

&nbsp;",,Publicada,,0,"2026-01-25 06:45:58",2,open,,,,no,no,,157,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/ORGANIZADOR.png ! alt :  ! title : ORGANIZADOR ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/ORGANIZADOR-R.png ! alt :  ! title : ORGANIZADOR R ! desc :  ! caption : ",,http://localhost/karmax/product/organizador-la-reynera/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KIT SACUDIDORES LA REYNERA",kit-sacudidores-la-reynera,,582,"Kit de sacudidores 6 en 1, con cabezas intercambiables, herramienta multiusos para limpieza eficiente; ideal para el hogar, oficina y cualquier superficie, cuenta con diseño ergonómico y duradero.

Cuenta con 1 mango extensible de 2.44 m para 5 cabezas intercambiables y 1 sacudidor chico extensible.

&nbsp;
<h1 id=""title"" class=""a-size-large a-spacing-none""></h1>",,Publicada,,0,"2026-01-25 06:51:05",2,open,,,,no,no,,404,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/kit-sacudidores.png ! alt :  ! title : kit sacudidores ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/kit-sac-6-en-1.png ! alt :  ! title : kit sac 6 en 1 ! desc :  ! caption : ",,http://localhost/karmax/product/kit-sacudidores-la-reynera/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLUMERO SINTETICO",plumero-sintetico,,586,"Plumero de fibras electrostáticas que atrapan más polvo que la fibra común. Es lavable y utilizable. De diferentes colores.

&nbsp;",,Publicada,,0,"2026-01-25 06:57:07",2,open,,,,no,no,,35,25,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/PLUMERO-SINTETICO.png ! alt :  ! title : PLUMERO SINTETICO ! desc :  ! caption : ",,http://localhost/karmax/product/plumero-sintetico/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLUMERO IXTLE",plumero-ixtle,,589,"Plumero Ixtle de diferentes colores con altura de 3 metros",,Publicada,,0,"2026-01-25 07:00:58",2,open,,,,no,no,,189,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/PLUMERO-IXTLE.png ! alt :  ! title : PLUMERO IXTLE ! desc :  ! caption : ",,http://localhost/karmax/product/plumero-ixtle/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLUMERO PLUMA",plumero-pluma,,592,"PLUMERO SACUDIDOR PLUMA DE DIFERENTES COLORES, 3 METROS",,Publicada,,0,"2026-01-26 03:23:14",2,open,,,,no,no,,189,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/PLUMERO-PLUMA.png ! alt :  ! title : PLUMERO PLUMA ! desc :  ! caption : ",,http://localhost/karmax/product/plumero-pluma/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TAPETE MICROTUBO",595,,595,"<div id=""ivTitle"" title=""Tapete para mingitorio Antisalpicaduras Wiese (Paquete 10 Piezas) (Pepino limon)"">Tapete para mingitorio Antisalpicaduras Wiese</div>
<div id=""ivVariationSelection""></div>
<div id=""ivThumbs"">
<div class=""ivRow"">
<div id=""ivImage_0"" class=""ivThumb selected"" tabindex=""0"" role=""button"" aria-pressed=""false"" data-csa-c-type=""item"" data-csa-c-component=""imageBlock"" data-csa-c-content-id=""image-block-immersive-view-alt-image"" data-csa-c-posy=""1"" data-csa-c-id=""mu7d4w-1rlhnc-ihaazi-xauzxi""></div>
</div>
</div>",,Publicada,,0,"2026-01-26 03:26:07",2,open,,,,no,no,,73,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/TAPETE-MICROTUBO.png ! alt :  ! title : TAPETE MICROTUBO ! desc :  ! caption : ",,http://localhost/karmax/product/595/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TAPETE CON PASTILLA WIESE",tapete-con-pastilla-wiese,,598,"Tapete con Pastilla la cuál aromatiza continuamente sin necesidad de estar en contacto con el agua, su diseño impide el paso de objetos tales como: colillas de cigarro, papel, etc.",,Publicada,,0,"2026-01-26 03:30:31",2,open,,,,no,no,,31,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/TAPETE-CON-PASTILLA.png ! alt :  ! title : TAPETE CON PASTILLA ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/tapete-pastilla-w.png ! alt :  ! title : tapete pastilla w ! desc :  ! caption : ",,http://localhost/karmax/product/tapete-con-pastilla-wiese/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TAPETE LISO WIESE",tapete-liso-wiese,,602,"Tapete liso Wiese con aroma para mingitorio
<div class=""ui-pdp-header__title-container"">
<h1 class=""ui-pdp-title""></h1>
</div>
<div class=""ui-pdp-header__info""></div>",,Publicada,,0,"2026-01-26 03:33:22",2,open,,,,no,no,,27,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/TAPETE-LISOW.png ! alt :  ! title : TAPETE LISOW ! desc :  ! caption : ",,http://localhost/karmax/product/tapete-liso-wiese/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HARPIC WIESE 750 ML",harpic-wiese-750-ml,,605,"HARPIC WIESE 750 ML PURPLE POWER GEL ACTIVO",,Publicada,,0,"2026-01-26 03:39:39",2,open,,,,no,no,,69,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/harpic-wiese.png ! alt :  ! title : harpic wiese ! desc :  ! caption : ",,http://localhost/karmax/product/harpic-wiese-750-ml/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Químicos de Limpieza|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ABRILLANTADOR DE MUEBLES WIESE",abrillantador-de-muebles-wiese,,608,"<div id=""descCJ"" class=""contCJ"">

Wiese Abrillantador de Muebles 400 ml.

Mejora la apariencia de las superficies al remover polvo y manchas, dejando recubrimiento protector y brillante sin dejar una acumulación cerosa. Da un brillo fácil y rápido en múltiples superficies como madera, piel, granito y laminados.

</div>",,Publicada,,0,"2026-01-26 03:43:15",2,open,,,,no,no,,72,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/abrillantador-wiese-1.png ! alt :  ! title : abrillantador wiese ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/abrillantador-wiese.png ! alt :  ! title : abrillantador wiese ! desc :  ! caption : ",,http://localhost/karmax/product/abrillantador-de-muebles-wiese/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DESINFECTANTE AMBIENTAL 226 G",desinfectante-ambiental-226-g,,613,"Aromatizante wiese aerosol, desinfectante con 226g. Elimina el 99% de gérmenes como el virus de la influenza y coronavirus, que se encuentran en las superficies y áreas de uso constante, aromatizando y desinfectando al mismo tiempo, dejando un ambiente agradable, limpio y libre de gérmenes.
<h1 class=""ui-pdp-title""></h1>",,Publicada,,0,"2026-01-26 19:28:40",2,open,,,,no,no,,74,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/DESINFECTANTE-WIESE226.png ! alt :  ! title : DESINFECTANTE WIESE226 ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/DESINFECTANTE-WIESE.png ! alt :  ! title : DESINFECTANTE WIESE ! desc :  ! caption : ",,http://localhost/karmax/product/desinfectante-ambiental-226-g/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Papelería e Higiene Institucional|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PASTILLA SANITARIA WIESE",pastilla-sanitaria-wiese,,617,"Pastilla sanitaria wiese ayuda a limpiar, aromatizar y desinfectar inodoros. Variedad de aromas.",,Publicada,,0,"2026-01-26 19:59:11",2,open,,,,no,no,,14,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/pastilla-sanitaria-wiese.png ! alt :  ! title : pastilla sanitaria wiese ! desc :  ! caption : ",,http://localhost/karmax/product/pastilla-sanitaria-wiese/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DISPENSADOR DE AROMATIZANTE",dispensador-de-aromatizante,,620,"Dispensador de aromatizante para cartucho de 180g, programable en 3 modalidades: 24-horas, día y noche; cuenta con intervalos programables de 7.5, 15 y 30 minutos. Compatible con la mayoría de repuestos de aromatizantes en aerosol en el mercado.",,Publicada,,0,"2026-01-26 20:03:31",2,open,,,,no,no,,499,459,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/dispensador-wiese.png ! alt :  ! title : dispensador wiese ! desc :  ! caption : ",,http://localhost/karmax/product/dispensador-de-aromatizante/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AEROSOL WIESE 180g PARA DISPENSADOR",aerosol-wiese-180g-para-dispensador,,624,"Repuesto aromatizante wiese de 180g. Elimina olores no deseados y aromatiza el ambiente en baños públicos, hospitales, escuelas, oficinas, hogares y cualquier otro lugar donde exista el mal olor.

Formulado para neutralizar fuertes olores. Variedad de aromas.",,Publicada,,0,"2026-01-26 21:48:22",2,open,,,,no,no,,79,67,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/aromatizante-wiese-180-g.png ! alt :  ! title : aromatizante wiese 180 g ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/aromatizante-180.png ! alt :  ! title : aromatizante 180 ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/aromatizante180.png ! alt :  ! title : aromatizante180 ! desc :  ! caption : ",,http://localhost/karmax/product/aerosol-wiese-180g-para-dispensador/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AROMATIZANTE AMBIENTAL 226g",aromatizante-ambiental-226g,,630,"Aeromatizante wiese en aerosol de 226g. Este producto es ideal para quienes buscan una solución rápida y efectiva para refrescar el ambiente.

Con una variedad de fragancias, podrás elegir la que mejor se adapte a tu estado de ánimo o a la ocasión.",,Publicada,,0,"2026-01-26 21:53:59",2,open,,,,no,no,,55,36,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/aromatizante-wiese-226-g.png ! alt :  ! title : aromatizante wiese 226 g ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/wiesse-arom.png ! alt :  ! title : wiesse arom ! desc :  ! caption : ",,http://localhost/karmax/product/aromatizante-ambiental-226g/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COFIA PLISADA 21""",cofia-plisada-21,,634,"Cofia plisada 21 pulgadas, caja con 10 bolsas con 100 piezas.

Cubierta para la cabeza utilizada en entornos donde se requiere mantener la higiene y evitar la contaminación.",,Publicada,,0,"2026-01-26 22:16:28",2,open,,,,no,no,,629,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/cofias.png ! alt :  ! title : cofias ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/cofia.png ! alt :  ! title : cofia ! desc :  ! caption : ",,http://localhost/karmax/product/cofia-plisada-21/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Papelería e Higiene Institucional|Utensilios de Limpieza|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DESPACHADOR JABON ESPUMERO",despachador-jabon-espumero,,638,"OVAL Dispensador de Jabón Espuma 750 ml.

Despachador de Jabón Espuma Uso Rudo Plástico ABS. Jabonera Espuma Color Negro",,Publicada,,0,"2026-01-26 22:26:55",2,open,,,,no,no,,335,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/despachador-750.png ! alt :  ! title : despachador 750 ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/despachador750.png ! alt :  ! title : despachador750 ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/despachador.png ! alt :  ! title : despachador. ! desc :  ! caption : ",,http://localhost/karmax/product/despachador-jabon-espumero/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Papelería e Higiene Institucional|Utensilios de Limpieza|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DESPACHADOR JABON LIQUIDO",despachador-jabon-liquido,,643,"OVAL Despachador de Jabón Líquido Rellenable. Plástico ABS uso rudo con capacidad de 1 litro.

Sistema anti goteo confiable.",,Publicada,,0,"2026-01-26 22:32:01",2,open,,,,no,no,,335,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/despachador-1-lt.png ! alt :  ! title : despachador 1 lt ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/dispensador-jabon-liq.png ! alt :  ! title : dispensador jabon liq ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/dispensador-jabon-liq-1.png ! alt :  ! title : dispensador jabon liq 1 ! desc :  ! caption : ",,http://localhost/karmax/product/despachador-jabon-liquido/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza|Higiene y Desinfección",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DESPACHADOR TOALLA INTERDOBLADA",despachador-toalla-interdoblada,,648,"Despachador de toalla Inter doblada oval con llave.

Este producto no solo es funcional, sino también estético. Su diseño ovalado y su color Humo le dan un toque de sofisticación y modernidad. De 27 x 12 x 31 cm.
<h1 class=""ui-pdp-title""></h1>
&nbsp;",,Publicada,,0,"2026-01-26 22:36:35",2,open,,,,no,no,,389,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/despachador-toalla.png ! alt :  ! title : despachador toalla ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/despachador-toalla1.png ! alt :  ! title : despachador toalla1. ! desc :  ! caption : ",,http://localhost/karmax/product/despachador-toalla-interdoblada/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DESPACHADOR TOALLA EN ROLLO",despachador-toalla-en-rollo,,652,"<pre>Despachador Gel Kleen de toalla de papel en rollo con palanca, color humo.</pre>",,Publicada,,0,"2026-01-27 16:50:00",2,open,,,,no,no,,789,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/despachador-toalla-papel.png ! alt :  ! title : despachador toalla papel ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/despachador-to.png ! alt :  ! title : despachador to ! desc :  ! caption : ",,http://localhost/karmax/product/despachador-toalla-en-rollo/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Papelería e Higiene Institucional|Utensilios de Limpieza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DESPACHADOR JR",despachador-jr,,656,"Despachador de papel junior, tiene capacidad para rollos de hasta 10 cm de ancho y de hasta 300 mts de largo. Es un dispensador de excelente resistencia al impacto. Cuenta con cerradura al centro del despachador y utiliza llave para abrirse. Por su diseño, capacidad y resistencia es ideal para todo tipo de baños públicos, restaurantes, oficinas, industrias, hospitales, hoteles, salones de fiestas, gasolineras, y más.",,Publicada,,0,"2026-01-27 16:56:45",2,open,,,,no,no,,370,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost/karmax/wp-content/uploads/2026/01/despachador-jr.png ! alt :  ! title : despachador jr ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/despachador-jr2.png ! alt :  ! title : despachador jr2 ! desc :  ! caption :  | http://localhost/karmax/wp-content/uploads/2026/01/despachador-jr3.png ! alt :  ! title : despachador jr3 ! desc :  ! caption : ",,http://localhost/karmax/product/despachador-jr/,0,,,simple,,"Hospitales & Clínicas|Hoteles & Hospitalidad|Industria & Manufactura|Oficinas & Corporativos|Restaurantes & Cocinas|Utensilios de Limpieza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
